0.000000000000000000e+00 3.141592653589793116e+00
0.000000000000000000e+00 3.102322745419920924e+00
0.000000000000000000e+00 3.063052837250048288e+00
0.000000000000000000e+00 3.023782929080176096e+00
0.000000000000000000e+00 2.984513020910303460e+00
0.000000000000000000e+00 2.945243112740430824e+00
0.000000000000000000e+00 2.905973204570558632e+00
0.000000000000000000e+00 2.866703296400685996e+00
0.000000000000000000e+00 2.827433388230813804e+00
0.000000000000000000e+00 2.788163480060941612e+00
0.000000000000000000e+00 2.748893571891068976e+00
0.000000000000000000e+00 2.709623663721196785e+00
0.000000000000000000e+00 2.670353755551324149e+00
0.000000000000000000e+00 2.631083847381451513e+00
0.000000000000000000e+00 2.591813939211579321e+00
0.000000000000000000e+00 2.552544031041706685e+00
0.000000000000000000e+00 2.513274122871834493e+00
0.000000000000000000e+00 2.474004214701962301e+00
0.000000000000000000e+00 2.434734306532089665e+00
0.000000000000000000e+00 2.395464398362217473e+00
0.000000000000000000e+00 2.356194490192344837e+00
0.000000000000000000e+00 2.316924582022472201e+00
0.000000000000000000e+00 2.277654673852600009e+00
0.000000000000000000e+00 2.238384765682727373e+00
0.000000000000000000e+00 2.199114857512855181e+00
0.000000000000000000e+00 2.159844949342982989e+00
0.000000000000000000e+00 2.120575041173110353e+00
0.000000000000000000e+00 2.081305133003238161e+00
0.000000000000000000e+00 2.042035224833365525e+00
0.000000000000000000e+00 2.002765316663492889e+00
0.000000000000000000e+00 1.963495408493620697e+00
0.000000000000000000e+00 1.924225500323748062e+00
0.000000000000000000e+00 1.884955592153875870e+00
0.000000000000000000e+00 1.845685683984003678e+00
0.000000000000000000e+00 1.806415775814131042e+00
0.000000000000000000e+00 1.767145867644258628e+00
0.000000000000000000e+00 1.727875959474385992e+00
0.000000000000000000e+00 1.688606051304513800e+00
0.000000000000000000e+00 1.649336143134641386e+00
0.000000000000000000e+00 1.610066234964768750e+00
0.000000000000000000e+00 1.570796326794896558e+00
0.000000000000000000e+00 1.531526418625024144e+00
0.000000000000000000e+00 1.492256510455151730e+00
0.000000000000000000e+00 1.452986602285279316e+00
0.000000000000000000e+00 1.413716694115406902e+00
0.000000000000000000e+00 1.374446785945534488e+00
0.000000000000000000e+00 1.335176877775662074e+00
0.000000000000000000e+00 1.295906969605789660e+00
0.000000000000000000e+00 1.256637061435917246e+00
0.000000000000000000e+00 1.217367153266044832e+00
0.000000000000000000e+00 1.178097245096172418e+00
0.000000000000000000e+00 1.138827336926300005e+00
0.000000000000000000e+00 1.099557428756427591e+00
0.000000000000000000e+00 1.060287520586555177e+00
0.000000000000000000e+00 1.021017612416682763e+00
0.000000000000000000e+00 9.817477042468103487e-01
0.000000000000000000e+00 9.424777960769379348e-01
0.000000000000000000e+00 9.032078879070655208e-01
0.000000000000000000e+00 8.639379797371929959e-01
0.000000000000000000e+00 8.246680715673206929e-01
0.000000000000000000e+00 7.853981633974482790e-01
0.000000000000000000e+00 7.461282552275758650e-01
0.000000000000000000e+00 7.068583470577034511e-01
0.000000000000000000e+00 6.675884388878310371e-01
0.000000000000000000e+00 6.283185307179586232e-01
0.000000000000000000e+00 5.890486225480862092e-01
